revenue_category,year,power_code_code,value
5300 Unallocable between 5100 and 5200,2019,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2020,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2021,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2004,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2005,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2006,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2007,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2008,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2009,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2010,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2011,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2012,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2013,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2014,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2015,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2016,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2017,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2018,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2019,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2020,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2021,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2004,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2005,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2006,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2007,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2008,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2009,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2010,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2011,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2012,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2013,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2014,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2015,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2016,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2017,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2018,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2019,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2020,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2021,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2004,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2005,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2006,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2007,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2008,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2009,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2010,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2011,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2012,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2013,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2014,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2015,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2016,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2017,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2018,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2019,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2020,600000,0.043337172071653565
"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2021,600000,0.043337172071653565
Total tax revenues not including social security contributions,2004,600000,0.11566350249951371
Total tax revenues not including social security contributions,2005,600000,0.11646608717219667
Total tax revenues not including social security contributions,2006,600000,0.12053876683990161
Total tax revenues not including social security contributions,2007,600000,0.13517411086869666
Total tax revenues not including social security contributions,2008,600000,0.15442459179443432
Total tax revenues not including social security contributions,2009,600000,0.17310806290063602
Total tax revenues not including social security contributions,2010,600000,0.18998759369113444
Total tax revenues not including social security contributions,2011,600000,0.21307642956331896
Total tax revenues not including social security contributions,2012,600000,0.2203191936749327
Total tax revenues not including social security contributions,2013,600000,0.2644545999602958
Total tax revenues not including social security contributions,2014,600000,0.3024797116095748
Total tax revenues not including social security contributions,2015,600000,0.3369803014218
Total tax revenues not including social security contributions,2016,600000,0.34310909800984
Total tax revenues not including social security contributions,2017,600000,0.3481206767313952
Total tax revenues not including social security contributions,2018,600000,0.40782257528169225
Total tax revenues not including social security contributions,2019,600000,0.405762407934037
Total tax revenues not including social security contributions,2020,600000,0.38191629216882383
Total tax revenues not including social security contributions,2021,600000,0.43469906075090925
Total tax revenues not including social security contributions,2004,600000,0.11566350249951371
Total tax revenues not including social security contributions,2005,600000,0.11646608717219667
Total tax revenues not including social security contributions,2006,600000,0.12053876683990161
Total tax revenues not including social security contributions,2007,600000,0.13517411086869666
Total tax revenues not including social security contributions,2008,600000,0.15442459179443432
Total tax revenues not including social security contributions,2009,600000,0.17310806290063602
Total tax revenues not including social security contributions,2010,600000,0.18998759369113444
Total tax revenues not including social security contributions,2011,600000,0.21307642956331896
Total tax revenues not including social security contributions,2012,600000,0.2203191936749327
Total tax revenues not including social security contributions,2013,600000,0.2644545999602958
Total tax revenues not including social security contributions,2014,600000,0.3024797116095748
Total tax revenues not including social security contributions,2015,600000,0.3369803014218
Total tax revenues not including social security contributions,2016,600000,0.34310909800984
Total tax revenues not including social security contributions,2017,600000,0.3481206767313952
Total tax revenues not including social security contributions,2018,600000,0.40782257528169225
Total tax revenues not including social security contributions,2019,600000,0.405762407934037
Total tax revenues not including social security contributions,2020,600000,0.38191629216882383
Total tax revenues not including social security contributions,2021,600000,0.43469906075090925
Total non-tax revenue,2004,600000,0.17109665069664853
Total non-tax revenue,2005,600000,0.19209286579734164
Total non-tax revenue,2006,600000,0.28337049558728444
Total non-tax revenue,2007,600000,0.29033373020853703
Total non-tax revenue,2008,600000,0.34630513519176276
Total non-tax revenue,2009,600000,0.3594075174930955
Total non-tax revenue,2010,600000,0.326758072976699
Total non-tax revenue,2011,600000,0.3223506079891429
Total non-tax revenue,2012,600000,0.4923290407137953
Total non-tax revenue,2013,600000,0.4768519078762809
Total non-tax revenue,2014,600000,0.501930053620657
Total non-tax revenue,2015,600000,0.4922685343303719
Total non-tax revenue,2016,600000,0.4162633157798148
Total non-tax revenue,2017,600000,0.4827484799646363
Total non-tax revenue,2018,600000,0.47792682127964503
Total non-tax revenue,2019,600000,0.48983822793304693
Total non-tax revenue,2020,600000,0.6358937867945068
Total non-tax revenue,2021,600000,0.6086381113207443
Total non-tax revenue,2004,600000,0.17109665069664853
Total non-tax revenue,2005,600000,0.19209286579734164
Total non-tax revenue,2006,600000,0.28337049558728444
Total non-tax revenue,2007,600000,0.29033373020853703
Total non-tax revenue,2008,600000,0.34630513519176276
Total non-tax revenue,2009,600000,0.3594075174930955
Total non-tax revenue,2010,600000,0.326758072976699
Total non-tax revenue,2011,600000,0.3223506079891429
Total non-tax revenue,2012,600000,0.4923290407137953
Total non-tax revenue,2013,600000,0.4768519078762809
Total non-tax revenue,2014,600000,0.501930053620657
Total non-tax revenue,2015,600000,0.4922685343303719
Total non-tax revenue,2016,600000,0.4162633157798148
Total non-tax revenue,2017,600000,0.4827484799646363
Total non-tax revenue,2018,600000,0.47792682127964503
Total non-tax revenue,2019,600000,0.48983822793304693
Total non-tax revenue,2020,600000,0.6358937867945068
Total non-tax revenue,2021,600000,0.6086381113207443
Non-tax revenue: Grants,2004,600000,0.051516034941686356
Non-tax revenue: Grants,2005,600000,0.05444684414205699
Non-tax revenue: Grants,2006,600000,0.05955888346220527
Non-tax revenue: Grants,2007,600000,0.0580387230852855
Non-tax revenue: Grants,2008,600000,0.07181067602632078
Non-tax revenue: Grants,2009,600000,0.07989702913657391
Non-tax revenue: Grants,2010,600000,0.10862405983831294
Non-tax revenue: Grants,2011,600000,0.12143841175243988
Non-tax revenue: Grants,2012,600000,0.13601144920789143
Non-tax revenue: Grants,2013,600000,0.10210137169471381
Non-tax revenue: Grants,2014,600000,0.07507552046740931
Non-tax revenue: Grants,2015,600000,0.09164776883961259
Non-tax revenue: Grants,2016,600000,0.10479515588894629
Non-tax revenue: Grants,2017,600000,0.09356747136822935
Non-tax revenue: Grants,2018,600000,0.11201441752104849
Non-tax revenue: Grants,2019,600000,0.10613879764315136
Non-tax revenue: Grants,2020,600000,0.09579350621490568
Non-tax revenue: Grants,2021,600000,0.13117793927259327
Non-tax revenue: Grants,2004,600000,0.051516034941686356
Non-tax revenue: Grants,2005,600000,0.05444684414205699
Non-tax revenue: Grants,2006,600000,0.05955888346220527
Non-tax revenue: Grants,2007,600000,0.0580387230852855
Non-tax revenue: Grants,2008,600000,0.07181067602632078
Non-tax revenue: Grants,2009,600000,0.07989702913657391
Non-tax revenue: Grants,2010,600000,0.10862405983831294
Non-tax revenue: Grants,2011,600000,0.12143841175243988
Non-tax revenue: Grants,2012,600000,0.13601144920789143
Non-tax revenue: Grants,2013,600000,0.10210137169471381
Non-tax revenue: Grants,2014,600000,0.07507552046740931
Non-tax revenue: Grants,2015,600000,0.09164776883961259
Non-tax revenue: Grants,2016,600000,0.10479515588894629
Non-tax revenue: Grants,2017,600000,0.09356747136822935
Non-tax revenue: Grants,2018,600000,0.11201441752104849
Non-tax revenue: Grants,2019,600000,0.10613879764315136
Non-tax revenue: Grants,2020,600000,0.09579350621490568
Non-tax revenue: Grants,2021,600000,0.13117793927259327
Non-tax revenue: Property income,2004,600000,0.0537437699677316
Non-tax revenue: Property income,2005,600000,0.05681459393966064
Non-tax revenue: Property income,2006,600000,0.06136357385704193
Non-tax revenue: Property income,2007,600000,0.06156559517029047
Non-tax revenue: Property income,2008,600000,0.0665791240975923
Non-tax revenue: Property income,2009,600000,0.06694216239813301
Non-tax revenue: Property income,2010,600000,0.12250802459659495
Non-tax revenue: Property income,2011,600000,0.09888803268744853
Non-tax revenue: Property income,2012,600000,0.093911007611303
Non-tax revenue: Property income,2013,600000,0.10723291307232914
Non-tax revenue: Property income,2014,600000,0.10813950871816978
Non-tax revenue: Property income,2015,600000,0.11305752756915856
Non-tax revenue: Property income,2016,600000,0.11581581856885903
Non-tax revenue: Property income,2017,600000,0.11620085919064461
Non-tax revenue: Property income,2018,600000,0.1239722290701669
Non-tax revenue: Property income,2019,600000,0.10985708992298689
Non-tax revenue: Property income,2020,600000,0.12718351786113435
Non-tax revenue: Property income,2021,600000,0.14073144716767622
Non-tax revenue: Property income,2004,600000,0.0537437699677316
Non-tax revenue: Property income,2005,600000,0.05681459393966064
Non-tax revenue: Property income,2006,600000,0.06136357385704193
Non-tax revenue: Property income,2007,600000,0.06156559517029047
Non-tax revenue: Property income,2008,600000,0.0665791240975923
Non-tax revenue: Property income,2009,600000,0.06694216239813301
Non-tax revenue: Property income,2010,600000,0.12250802459659495
Non-tax revenue: Property income,2011,600000,0.09888803268744853
Non-tax revenue: Property income,2012,600000,0.093911007611303
Non-tax revenue: Property income,2013,600000,0.10723291307232914
Non-tax revenue: Property income,2014,600000,0.10813950871816978
Non-tax revenue: Property income,2015,600000,0.11305752756915856
Non-tax revenue: Property income,2016,600000,0.11581581856885903
Non-tax revenue: Property income,2017,600000,0.11620085919064461
Non-tax revenue: Property income,2018,600000,0.1239722290701669
Non-tax revenue: Property income,2019,600000,0.10985708992298689
Non-tax revenue: Property income,2020,600000,0.12718351786113435
Non-tax revenue: Property income,2021,600000,0.14073144716767622
Non-tax revenue: Rents and royalties,2004,600000,0.0537437699677316
Non-tax revenue: Rents and royalties,2005,600000,0.05681459393966064
Non-tax revenue: Rents and royalties,2006,600000,0.06136357385704193
Non-tax revenue: Rents and royalties,2007,600000,0.06156559517029047
Non-tax revenue: Rents and royalties,2008,600000,0.0665791240975923
Non-tax revenue: Rents and royalties,2009,600000,0.06694216239813301
Non-tax revenue: Rents and royalties,2010,600000,0.0882029054065204
Non-tax revenue: Rents and royalties,2011,600000,0.081739223488078
Non-tax revenue: Rents and royalties,2012,600000,0.0890239920311593
Non-tax revenue: Rents and royalties,2013,600000,0.10192735333577693
Non-tax revenue: Rents and royalties,2014,600000,0.09254486348309747
Non-tax revenue: Rents and royalties,2015,600000,0.09298240964421747
Non-tax revenue: Rents and royalties,2016,600000,0.0977379113496474
Non-tax revenue: Rents and royalties,2017,600000,0.10556723734353976
Non-tax revenue: Rents and royalties,2018,600000,0.10804449869461229
Non-tax revenue: Rents and royalties,2019,600000,0.10106426227967052
Non-tax revenue: Rents and royalties,2020,600000,0.12129089618954801
Non-tax revenue: Rents and royalties,2021,600000,0.1367973321185385
Non-tax revenue: Rents and royalties,2004,600000,0.0537437699677316
Non-tax revenue: Rents and royalties,2005,600000,0.05681459393966064
Non-tax revenue: Rents and royalties,2006,600000,0.06136357385704193
Non-tax revenue: Rents and royalties,2007,600000,0.06156559517029047
Non-tax revenue: Rents and royalties,2008,600000,0.0665791240975923
Non-tax revenue: Rents and royalties,2009,600000,0.06694216239813301
Non-tax revenue: Rents and royalties,2010,600000,0.0882029054065204
Non-tax revenue: Rents and royalties,2011,600000,0.081739223488078
Non-tax revenue: Rents and royalties,2012,600000,0.0890239920311593
Non-tax revenue: Rents and royalties,2013,600000,0.10192735333577693
Non-tax revenue: Rents and royalties,2014,600000,0.09254486348309747
Non-tax revenue: Rents and royalties,2015,600000,0.09298240964421747
Non-tax revenue: Rents and royalties,2016,600000,0.0977379113496474
Non-tax revenue: Rents and royalties,2017,600000,0.10556723734353976
Non-tax revenue: Rents and royalties,2018,600000,0.10804449869461229
Non-tax revenue: Rents and royalties,2019,600000,0.10106426227967052
Non-tax revenue: Rents and royalties,2020,600000,0.12129089618954801
Non-tax revenue: Rents and royalties,2021,600000,0.1367973321185385
Water royalties,2004,600000,0.05306169800913997
Water royalties,2005,600000,0.05513691694473768
Water royalties,2006,600000,0.057675684784744795
Water royalties,2007,600000,0.05796121490817282
Water royalties,2008,600000,0.059544881985049425
Water royalties,2009,600000,0.060169447876751006
Water royalties,2010,600000,0.06494845206169252
Water royalties,2011,600000,0.07182567760898775
Water royalties,2012,600000,0.07512852605949928
Water royalties,2013,600000,0.07919795538429306
Water royalties,2014,600000,0.08034407630004967
Water royalties,2015,600000,0.08036507851578342
Water royalties,2016,600000,0.08519908850383716
Water royalties,2017,600000,0.09037813489323124
Water royalties,2018,600000,0.09021511769491683
Water royalties,2019,600000,0.0830020067117081
Water royalties,2020,600000,0.09702913657390856
Water royalties,2021,600000,0.10850259702398604
Water royalties,2004,600000,0.05306169800913997
Water royalties,2005,600000,0.05513691694473768
Water royalties,2006,600000,0.057675684784744795
Water royalties,2007,600000,0.05796121490817282
Water royalties,2008,600000,0.059544881985049425
Water royalties,2009,600000,0.060169447876751006
Water royalties,2010,600000,0.06494845206169252
Water royalties,2011,600000,0.07182567760898775
Water royalties,2012,600000,0.07512852605949928
Water royalties,2013,600000,0.07919795538429306
Water royalties,2014,600000,0.08034407630004967
Water royalties,2015,600000,0.08036507851578342
Water royalties,2016,600000,0.08519908850383716
Water royalties,2017,600000,0.09037813489323124
Water royalties,2018,600000,0.09021511769491683
Water royalties,2019,600000,0.0830020067117081
Water royalties,2020,600000,0.09702913657390856
Water royalties,2021,600000,0.10850259702398604
Mining and other royalties,2004,600000,0.044019244030245194
Mining and other royalties,2005,600000,0.04501484906657653
Mining and other royalties,2006,600000,0.04702506114395069
Mining and other royalties,2007,600000,0.046941552333771216
Mining and other royalties,2008,600000,0.05037141418419644
Mining and other royalties,2009,600000,0.05010988659303557
Mining and other royalties,2010,600000,0.06659162541648145
Mining and other royalties,2011,600000,0.053250717950743806
Mining and other royalties,2012,600000,0.05723263804331358
Mining and other royalties,2013,600000,0.06606657002313746
Mining and other royalties,2014,600000,0.055537959254701376
Mining and other royalties,2015,600000,0.055954503200087616
Mining and other royalties,2016,600000,0.0558759949174638
Mining and other royalties,2017,600000,0.058526274521962074
Mining and other royalties,2018,600000,0.061166553071349036
Mining and other royalties,2019,600000,0.061399427639615985
Mining and other royalties,2020,600000,0.06759893168729302
Mining and other royalties,2021,600000,0.07163190716620604
Mining and other royalties,2004,600000,0.044019244030245194
Mining and other royalties,2005,600000,0.04501484906657653
Mining and other royalties,2006,600000,0.04702506114395069
Mining and other royalties,2007,600000,0.046941552333771216
Mining and other royalties,2008,600000,0.05037141418419644
Mining and other royalties,2009,600000,0.05010988659303557
Mining and other royalties,2010,600000,0.06659162541648145
Mining and other royalties,2011,600000,0.053250717950743806
Mining and other royalties,2012,600000,0.05723263804331358
Mining and other royalties,2013,600000,0.06606657002313746
Mining and other royalties,2014,600000,0.055537959254701376
Mining and other royalties,2015,600000,0.055954503200087616
Mining and other royalties,2016,600000,0.0558759949174638
Mining and other royalties,2017,600000,0.058526274521962074
Mining and other royalties,2018,600000,0.061166553071349036
Mining and other royalties,2019,600000,0.061399427639615985
Mining and other royalties,2020,600000,0.06759893168729302
Mining and other royalties,2021,600000,0.07163190716620604
Non-tax revenue: Interest and dividends,2004,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2005,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2006,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2007,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2008,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2009,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2010,600000,0.07764229126172811
Non-tax revenue: Interest and dividends,2011,600000,0.0604859812710241
Non-tax revenue: Interest and dividends,2012,600000,0.04822418765179727
Non-tax revenue: Interest and dividends,2013,600000,0.048642731808205775
Non-tax revenue: Interest and dividends,2014,600000,0.058931817306725864
Non-tax revenue: Interest and dividends,2015,600000,0.06341228999659465
Non-tax revenue: Interest and dividends,2016,600000,0.06141507929086519
Non-tax revenue: Interest and dividends,2017,600000,0.05397079391875843
Non-tax revenue: Interest and dividends,2018,600000,0.05926490244720819
Non-tax revenue: Interest and dividends,2019,600000,0.052129999714969934
Non-tax revenue: Interest and dividends,2020,600000,0.049229793743239915
Non-tax revenue: Interest and dividends,2021,600000,0.04727128712079125
Non-tax revenue: Interest and dividends,2004,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2005,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2006,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2007,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2008,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2009,600000,0.043337172071653565
Non-tax revenue: Interest and dividends,2010,600000,0.07764229126172811
Non-tax revenue: Interest and dividends,2011,600000,0.0604859812710241
Non-tax revenue: Interest and dividends,2012,600000,0.04822418765179727
Non-tax revenue: Interest and dividends,2013,600000,0.048642731808205775
Non-tax revenue: Interest and dividends,2014,600000,0.058931817306725864
Non-tax revenue: Interest and dividends,2015,600000,0.06341228999659465
Non-tax revenue: Interest and dividends,2016,600000,0.06141507929086519
Non-tax revenue: Interest and dividends,2017,600000,0.05397079391875843
Non-tax revenue: Interest and dividends,2018,600000,0.05926490244720819
Non-tax revenue: Interest and dividends,2019,600000,0.052129999714969934
Non-tax revenue: Interest and dividends,2020,600000,0.049229793743239915
Non-tax revenue: Interest and dividends,2021,600000,0.04727128712079125
Non-tax revenue: Other property income,2004,600000,0.043337172071653565
Non-tax revenue: Other property income,2005,600000,0.043337172071653565
Non-tax revenue: Other property income,2006,600000,0.043337172071653565
Non-tax revenue: Other property income,2007,600000,0.043337172071653565
Non-tax revenue: Other property income,2008,600000,0.043337172071653565
Non-tax revenue: Other property income,2009,600000,0.043337172071653565
Non-tax revenue: Other property income,2010,600000,0.043337172071653565
Non-tax revenue: Other property income,2011,600000,0.043337172071653565
Non-tax revenue: Other property income,2012,600000,0.043337172071653565
Non-tax revenue: Other property income,2013,600000,0.043337172071653565
Non-tax revenue: Other property income,2014,600000,0.043337172071653565
Non-tax revenue: Other property income,2015,600000,0.043337172071653565
Non-tax revenue: Other property income,2016,600000,0.043337172071653565
Non-tax revenue: Other property income,2017,600000,0.043337172071653565
Non-tax revenue: Other property income,2018,600000,0.043337172071653565
Non-tax revenue: Other property income,2019,600000,0.043337172071653565
Non-tax revenue: Other property income,2020,600000,0.043337172071653565
Non-tax revenue: Other property income,2021,600000,0.043337172071653565
Non-tax revenue: Other property income,2004,600000,0.043337172071653565
Non-tax revenue: Other property income,2005,600000,0.043337172071653565
Non-tax revenue: Other property income,2006,600000,0.043337172071653565
Non-tax revenue: Other property income,2007,600000,0.043337172071653565
Non-tax revenue: Other property income,2008,600000,0.043337172071653565
Non-tax revenue: Other property income,2009,600000,0.043337172071653565
Non-tax revenue: Other property income,2010,600000,0.043337172071653565
Non-tax revenue: Other property income,2011,600000,0.043337172071653565
Non-tax revenue: Other property income,2012,600000,0.043337172071653565
Non-tax revenue: Other property income,2013,600000,0.043337172071653565
Non-tax revenue: Other property income,2014,600000,0.043337172071653565
Non-tax revenue: Other property income,2015,600000,0.043337172071653565
Non-tax revenue: Other property income,2016,600000,0.043337172071653565
Non-tax revenue: Other property income,2017,600000,0.043337172071653565
Non-tax revenue: Other property income,2018,600000,0.043337172071653565
Non-tax revenue: Other property income,2019,600000,0.043337172071653565
Non-tax revenue: Other property income,2020,600000,0.043337172071653565
Non-tax revenue: Other property income,2021,600000,0.043337172071653565
Non-tax revenue: Sales of goods and services,2004,600000,0.0515650401117318
Non-tax revenue: Sales of goods and services,2005,600000,0.05185157034067095
Non-tax revenue: Sales of goods and services,2006,600000,0.05099748023416471
Non-tax revenue: Sales of goods and services,2007,600000,0.052456134122149896
Non-tax revenue: Sales of goods and services,2008,600000,0.049464818538355805
Non-tax revenue: Sales of goods and services,2009,600000,0.0529926907288719
Non-tax revenue: Sales of goods and services,2010,600000,0.050766955913848916
Non-tax revenue: Sales of goods and services,2011,600000,0.05097497786016425
Non-tax revenue: Sales of goods and services,2012,600000,0.050709949899714425
Non-tax revenue: Sales of goods and services,2013,600000,0.051350017426838535
Non-tax revenue: Sales of goods and services,2014,600000,0.05347774190177064
Non-tax revenue: Sales of goods and services,2015,600000,0.054114809112361356
Non-tax revenue: Sales of goods and services,2017,600000,0.051784063218669574
Non-tax revenue: Sales of goods and services,2018,600000,0.05165504960773362
Non-tax revenue: Sales of goods and services,2019,600000,0.049109331034424136
Non-tax revenue: Sales of goods and services,2020,600000,0.05048287594341204
Non-tax revenue: Sales of goods and services,2004,600000,0.0515650401117318
Non-tax revenue: Sales of goods and services,2005,600000,0.05185157034067095
Non-tax revenue: Sales of goods and services,2006,600000,0.05099748023416471
Non-tax revenue: Sales of goods and services,2007,600000,0.052456134122149896
Non-tax revenue: Sales of goods and services,2008,600000,0.049464818538355805
Non-tax revenue: Sales of goods and services,2009,600000,0.0529926907288719
Non-tax revenue: Sales of goods and services,2010,600000,0.050766955913848916
Non-tax revenue: Sales of goods and services,2011,600000,0.05097497786016425
Non-tax revenue: Sales of goods and services,2012,600000,0.050709949899714425
Non-tax revenue: Sales of goods and services,2013,600000,0.051350017426838535
Non-tax revenue: Sales of goods and services,2014,600000,0.05347774190177064
Non-tax revenue: Sales of goods and services,2015,600000,0.054114809112361356
Non-tax revenue: Sales of goods and services,2017,600000,0.051784063218669574
Non-tax revenue: Sales of goods and services,2018,600000,0.05165504960773362
Non-tax revenue: Sales of goods and services,2019,600000,0.049109331034424136
Non-tax revenue: Sales of goods and services,2020,600000,0.05048287594341204
"Non-tax revenue: Fines, penalties and forfeits",2004,600000,0.04365270536041553
"Non-tax revenue: Fines, penalties and forfeits",2005,600000,0.043679208156460515
"Non-tax revenue: Fines, penalties and forfeits",2007,600000,0.043378176397609956
"Non-tax revenue: Fines, penalties and forfeits",2008,600000,0.043406179351921634
"Non-tax revenue: Fines, penalties and forfeits",2009,600000,0.043661206257260145
"Non-tax revenue: Fines, penalties and forfeits",2010,600000,0.043461685207789424
"Non-tax revenue: Fines, penalties and forfeits",2011,600000,0.04341618040703295
"Non-tax revenue: Fines, penalties and forfeits",2012,600000,0.043361674656676286
"Non-tax revenue: Fines, penalties and forfeits",2013,600000,0.043417180512544076
"Non-tax revenue: Fines, penalties and forfeits",2014,600000,0.043506689955790344
"Non-tax revenue: Fines, penalties and forfeits",2015,600000,0.04351619095814609
"Non-tax revenue: Fines, penalties and forfeits",2016,600000,0.043544693965213335
"Non-tax revenue: Fines, penalties and forfeits",2017,600000,0.04346518557707839
"Non-tax revenue: Fines, penalties and forfeits",2018,600000,0.04335967444565402
"Non-tax revenue: Fines, penalties and forfeits",2019,600000,0.04340112881909042
"Non-tax revenue: Fines, penalties and forfeits",2020,600000,0.04337302585422763
"Non-tax revenue: Fines, penalties and forfeits",2021,600000,0.043357724239907316
"Non-tax revenue: Fines, penalties and forfeits",2004,600000,0.04365270536041553
"Non-tax revenue: Fines, penalties and forfeits",2005,600000,0.043679208156460515
"Non-tax revenue: Fines, penalties and forfeits",2007,600000,0.043378176397609956
"Non-tax revenue: Fines, penalties and forfeits",2008,600000,0.043406179351921634
"Non-tax revenue: Fines, penalties and forfeits",2009,600000,0.043661206257260145
"Non-tax revenue: Fines, penalties and forfeits",2010,600000,0.043461685207789424
"Non-tax revenue: Fines, penalties and forfeits",2011,600000,0.04341618040703295
"Non-tax revenue: Fines, penalties and forfeits",2012,600000,0.043361674656676286
"Non-tax revenue: Fines, penalties and forfeits",2013,600000,0.043417180512544076
"Non-tax revenue: Fines, penalties and forfeits",2014,600000,0.043506689955790344
"Non-tax revenue: Fines, penalties and forfeits",2015,600000,0.04351619095814609
"Non-tax revenue: Fines, penalties and forfeits",2016,600000,0.043544693965213335
"Non-tax revenue: Fines, penalties and forfeits",2017,600000,0.04346518557707839
"Non-tax revenue: Fines, penalties and forfeits",2018,600000,0.04335967444565402
"Non-tax revenue: Fines, penalties and forfeits",2019,600000,0.04340112881909042
"Non-tax revenue: Fines, penalties and forfeits",2020,600000,0.04337302585422763
"Non-tax revenue: Fines, penalties and forfeits",2021,600000,0.043357724239907316
Non-tax revenue: Miscellaneous and unidentified revenue,2004,600000,0.1439677886016975
Non-tax revenue: Miscellaneous and unidentified revenue,2005,600000,0.1586493375051068
Non-tax revenue: Miscellaneous and unidentified revenue,2006,600000,0.24060798414232704
Non-tax revenue: Miscellaneous and unidentified revenue,2007,600000,0.24824378971981542
Non-tax revenue: Miscellaneous and unidentified revenue,2008,600000,0.2883930254641865
Non-tax revenue: Miscellaneous and unidentified revenue,2009,600000,0.2892631172588708
Non-tax revenue: Miscellaneous and unidentified revenue,2010,600000,0.17474603570676706
Non-tax revenue: Miscellaneous and unidentified revenue,2011,600000,0.1809816935686715
