government,government_level,tax,revenue_category,year,power_code_code,value
NES,Total,5111_L01_LSO,VAT on imports,2016,600000,798.186
NES,Total,5111_L01_LSO,VAT on imports,2017,600000,795.215
NES,Total,5111_L01_LSO,VAT on imports,2018,600000,880.346
NES,Total,5111_L01_LSO,VAT on imports,2019,600000,896.008
NES,Total,5111_L01_LSO,VAT on imports,2020,600000,661.731
NES,Total,5111_L01_LSO,VAT on imports,2021,600000,840.805
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2004,600000,413.154
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2005,600000,403.482
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2006,600000,444.234
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2007,600000,528.243
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2008,600000,618.974
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2009,600000,672.344
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2010,600000,807.7
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2011,600000,873.876
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2012,600000,1071.629
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2013,600000,1180.252
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2014,600000,1411.699
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2015,600000,1430.11
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2016,600000,1455.8
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2017,600000,1618.794
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2018,600000,1999.903
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2019,600000,2010.633
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2020,600000,1945.929
FED,Federal or Central government,5111_L02_LSO,VAT - Domestic (Net),2021,600000,2280.745
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2004,600000,413.154
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2005,600000,403.482
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2006,600000,444.234
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2007,600000,528.243
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2008,600000,618.974
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2009,600000,672.344
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2010,600000,807.7
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2011,600000,873.876
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2012,600000,1071.629
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2013,600000,1180.252
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2014,600000,1411.699
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2015,600000,1430.11
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2016,600000,1455.8
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2017,600000,1618.794
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2018,600000,1999.903
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2019,600000,2010.633
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2020,600000,1945.929
NES,Total,5111_L02_LSO,VAT - Domestic (Net),2021,600000,2280.745
FED,Federal or Central government,5112,5112 Sales tax,2004,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2005,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2006,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2007,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2008,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2009,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2010,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2011,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2012,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2013,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2014,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2015,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2016,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2017,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2018,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2019,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2020,600000,0.0
FED,Federal or Central government,5112,5112 Sales tax,2021,600000,0.0
NES,Total,5112,5112 Sales tax,2004,600000,0.0
NES,Total,5112,5112 Sales tax,2005,600000,0.0
NES,Total,5112,5112 Sales tax,2006,600000,0.0
NES,Total,5112,5112 Sales tax,2007,600000,0.0
NES,Total,5112,5112 Sales tax,2008,600000,0.0
NES,Total,5112,5112 Sales tax,2009,600000,0.0
NES,Total,5112,5112 Sales tax,2010,600000,0.0
NES,Total,5112,5112 Sales tax,2011,600000,0.0
NES,Total,5112,5112 Sales tax,2012,600000,0.0
NES,Total,5112,5112 Sales tax,2013,600000,0.0
NES,Total,5112,5112 Sales tax,2014,600000,0.0
NES,Total,5112,5112 Sales tax,2015,600000,0.0
NES,Total,5112,5112 Sales tax,2016,600000,0.0
NES,Total,5112,5112 Sales tax,2017,600000,0.0
NES,Total,5112,5112 Sales tax,2018,600000,0.0
NES,Total,5112,5112 Sales tax,2019,600000,0.0
NES,Total,5112,5112 Sales tax,2020,600000,0.0
NES,Total,5112,5112 Sales tax,2021,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2004,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2005,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2006,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2007,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2008,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2009,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2010,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2011,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2012,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2013,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2014,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2015,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2016,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2017,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2018,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2019,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2020,600000,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2021,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2004,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2005,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2006,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2007,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2008,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2009,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2010,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2011,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2012,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2013,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2014,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2015,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2016,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2017,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2018,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2019,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2020,600000,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2021,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2004,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2005,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2006,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2007,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2008,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2009,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2010,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2011,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2012,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2013,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2014,600000,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2015,600000,10.77
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2016,600000,6.62
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2017,600000,105.333
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2018,600000,305.235
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2019,600000,285.478
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2020,600000,420.088
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2021,600000,543.692
NES,Total,5120,5120 Taxes on specific goods and services,2004,600000,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2005,600000,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2006,600000,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2007,600000,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2008,600000,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2009,600000,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2010,600000,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2011,600000,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2012,600000,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2013,600000,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2014,600000,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2015,600000,10.77
NES,Total,5120,5120 Taxes on specific goods and services,2016,600000,6.62
NES,Total,5120,5120 Taxes on specific goods and services,2017,600000,105.333
NES,Total,5120,5120 Taxes on specific goods and services,2018,600000,305.235
NES,Total,5120,5120 Taxes on specific goods and services,2019,600000,285.478
NES,Total,5120,5120 Taxes on specific goods and services,2020,600000,420.088
NES,Total,5120,5120 Taxes on specific goods and services,2021,600000,543.692
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2004,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2005,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2006,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2007,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2008,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2009,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2010,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2011,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2012,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2013,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2014,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2015,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2016,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2017,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2018,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2019,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2020,600000,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2021,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2004,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2005,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2006,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2007,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2008,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2009,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2010,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2011,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2012,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2013,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2014,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2015,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2016,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2017,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2018,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2019,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2020,600000,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2021,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2004,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2005,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2006,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2007,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2008,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2009,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2010,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2011,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2012,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2013,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2014,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2015,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2016,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2017,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2018,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2019,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2020,600000,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2021,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2004,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2005,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2006,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2007,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2008,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2009,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2010,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2011,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2012,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2013,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2014,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2015,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2016,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2017,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2018,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2019,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2020,600000,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2021,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2004,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2005,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2006,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2007,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2008,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2009,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2010,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2011,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2012,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2013,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2014,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2015,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2016,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2017,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2018,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2019,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2020,600000,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2021,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2004,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2005,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2006,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2007,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2008,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2009,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2010,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2011,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2012,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2013,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2014,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2015,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2016,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2017,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2018,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2019,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2020,600000,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2021,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2004,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2005,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2006,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2007,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2008,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2009,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2010,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2011,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2012,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2013,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2014,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2015,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2016,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2017,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2018,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2019,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2020,600000,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2021,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2004,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2005,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2006,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2007,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2008,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2009,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2010,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2011,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2012,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2013,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2014,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2015,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2016,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2017,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2018,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2019,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2020,600000,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2021,600000,0.0
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2004,600000,1446.374
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2005,600000,1462.424
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2006,600000,1543.869
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2007,600000,1836.545
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2008,600000,2221.514
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2009,600000,2595.144
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2010,600000,2932.699
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2011,600000,3394.427
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2012,600000,3539.267
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2013,600000,4421.882
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2014,600000,5182.304
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2015,600000,5872.243
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2016,600000,5994.806
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2017,600000,6095.027
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2018,600000,7288.939
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2019,600000,7247.74
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2020,600000,6770.868
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2021,600000,7826.412
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2004,600000,1446.374
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2005,600000,1462.424
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2006,600000,1543.869
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2007,600000,1836.545
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2008,600000,2221.514
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2009,600000,2595.144
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2010,600000,2932.699
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2011,600000,3394.427
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2012,600000,3539.267
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2013,600000,4421.882
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2014,600000,5182.304
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2015,600000,5872.243
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2016,600000,5994.806
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2017,600000,6095.027
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2018,600000,7288.939
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2019,600000,7247.74
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2020,600000,6770.868
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2021,600000,7826.412
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2004,600000,2554.92
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2005,600000,2974.8
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2006,600000,4800.16
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2007,600000,4939.41
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2008,600000,6058.72
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2009,600000,6320.74
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2010,600000,5667.82
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2011,600000,5579.68
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2012,600000,8978.89
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2013,600000,8669.38
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2014,600000,9170.89
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2015,600000,8977.68
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2016,600000,7457.736
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2017,600000,8787.299
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2018,600000,8690.876
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2019,600000,8929.079
